created_at,message_experience,persuasion,number_of_recipients,is_first_email,is_last_email,is_verbose,is_replied_within_30,is_accepted_patch
2021-09-18 19:52:00+00:00,7.35,9.53,8.69,8.69,7.77,7.88,7.88,4.33
2021-09-18 19:54:00+00:00,8.22,10.6,9.45,9.45,7.8,8.25,8.25,4.36
2021-09-18 19:56:00+00:00,7.49,9.86,8.64,8.64,8.42,8.42,8.42,5.93
2021-09-18 19:58:00+00:00,7.98,8.89,8.95,8.95,8.72,9.19,9.19,5.9425
2021-09-18 20:00:00+00:00,7.26,9.23,8.39,8.39,8.45,9.12,9.12,5.955
2021-09-18 20:02:00+00:00,7.9,9.21,8.41,8.41,8.41,9.05,9.05,6.45
2021-09-18 20:04:00+00:00,7.88,9.31,8.0,8.0,8.73,9.12,9.12,6.61
2021-09-18 20:06:00+00:00,7.09,7.98,7.98,7.98,7.91,9.07,9.07,6.53
2021-09-18 20:08:00+00:00,7.71,8.52,8.02,8.02,8.69,8.68,8.68,7.75
2021-09-18 20:10:00+00:00,7.81,9.14,8.37,8.37,8.76,9.88,9.88,7.76
2021-09-18 20:12:00+00:00,8.43,9.93,7.95,7.95,9.12,10.32,10.32,7.96
2021-09-18 20:14:00+00:00,7.74,9.51,8.41,8.41,8.3,9.0,9.0,7.84
2021-09-18 20:16:00+00:00,7.55,8.82,9.54,9.54,9.31,10.07,10.07,7.72
2021-09-18 20:18:00+00:00,7.67,9.14,5.36,5.36,7.0,10.33,10.33,8.95
2021-09-18 20:20:00+00:00,7.28,9.26,3.0,3.0,9.29,10.21,10.21,8.93
2021-09-18 20:22:00+00:00,7.81,8.91,2.83,2.83,8.09,10.68,10.68,9.19
2021-09-18 20:24:00+00:00,6.82,9.15,1.64,1.64,8.38,10.37,10.37,8.83
2021-09-18 20:26:00+00:00,7.8,8.54,2.55,2.55,8.47,10.71,10.71,9.3
2021-09-18 20:28:00+00:00,7.17,8.78,2.49,2.49,8.36,10.71,10.71,9.89
2021-09-18 20:30:00+00:00,7.95,9.37,2.59,2.59,8.4,10.88,10.88,9.9
2021-09-18 20:32:00+00:00,7.32,9.72,2.4,2.4,8.21,10.02,10.02,9.91
2021-09-18 20:34:00+00:00,7.71,8.37,2.85,2.85,8.07,9.93,9.93,10.5
2021-09-18 20:36:00+00:00,7.57,8.83,4.02,4.02,6.97,11.14,11.14,10.24
2021-09-18 20:38:00+00:00,8.0,10.23,3.69,3.69,7.21,11.15,11.15,10.62
2021-09-18 20:40:00+00:00,7.64,8.49,3.75,3.75,7.02,10.49,10.49,10.085
2021-09-18 20:42:00+00:00,7.42,9.12,3.95,3.95,7.26,10.04,10.04,9.55
2021-09-18 20:44:00+00:00,6.91,10.55,3.79,3.79,7.92,9.8,9.8,11.62
2021-09-18 20:46:00+00:00,7.27,9.13,3.9,3.9,6.88,9.83,9.83,9.43
2021-09-18 20:48:00+00:00,7.4,10.21,3.34,3.34,6.23,10.77,10.77,10.05
2021-09-18 20:50:00+00:00,7.34,10.17,3.62,3.62,6.81,10.62,10.62,8.93
2021-09-18 20:52:00+00:00,6.88,9.62,4.02,4.02,7.22,9.24,9.24,7.38
2021-09-18 20:54:00+00:00,7.88,9.57,3.69,3.69,7.12,8.98,8.98,7.02
2021-09-18 20:56:00+00:00,6.64,9.51,2.9,2.9,6.73,8.44,8.44,6.46
2021-09-18 20:58:00+00:00,7.32,9.86,2.95,2.95,6.39,8.91,8.91,6.41
2021-09-18 21:00:00+00:00,7.24,8.92,3.46,3.46,7.04,8.5,8.5,6.75
2021-09-18 21:02:00+00:00,6.88,9.4,3.41,3.41,7.0,8.28,8.28,6.44
2021-09-18 21:04:00+00:00,7.21,8.44,3.12,3.12,5.93,8.75,8.75,6.56
2021-09-18 21:06:00+00:00,7.26,9.4,3.74,3.74,6.73,8.58,8.58,7.41
2021-09-18 21:08:00+00:00,7.12,9.36,3.37,3.37,7.43,8.48,8.48,6.08
2021-09-18 21:10:00+00:00,7.27,8.3,3.87,3.87,5.88,8.71,8.71,6.26
2021-09-18 21:12:00+00:00,6.65,8.07,3.64,3.64,6.61,8.19,8.19,6.31
2021-09-18 21:14:00+00:00,7.0,7.24,3.4,3.4,7.49,8.62,8.62,5.8
2021-09-18 21:16:00+00:00,6.81,7.27,3.33,3.33,6.26,8.76,8.76,6.09
2021-09-18 21:18:00+00:00,6.47,8.69,3.23,3.23,6.84,7.95,7.95,6.23
2021-09-18 21:20:00+00:00,6.67,7.34,3.8,3.8,6.51,8.68,8.68,6.35
2021-09-18 21:22:00+00:00,6.58,8.08,3.3,3.3,5.59,8.08,8.08,6.11
2021-09-18 21:24:00+00:00,6.25,8.52,4.68,4.68,5.45,7.81,7.81,6.11
2021-09-18 21:26:00+00:00,6.66,8.64,4.07,4.07,5.25,8.11,8.11,6.45
2021-09-18 21:28:00+00:00,6.19,9.0,4.4,4.4,5.09,8.07,8.07,7.02
2021-09-18 21:30:00+00:00,6.98,7.71,3.02,3.02,5.79,8.2,8.2,6.56
2021-09-18 21:32:00+00:00,6.91,7.86,3.69,3.69,5.88,8.17,8.17,6.67
2021-09-18 21:34:00+00:00,6.86,8.1,3.57,3.57,5.89,8.26,8.26,7.29
2021-09-18 21:36:00+00:00,6.44,7.82,3.71,3.71,5.77,9.02,9.02,7.13
2021-09-18 21:38:00+00:00,6.32,7.95,4.0,4.0,6.17,7.78,7.78,6.78
2021-09-18 21:40:00+00:00,6.17,8.51,3.88,3.88,5.9,7.69,7.69,7.05
2021-09-18 21:42:00+00:00,6.31,8.58,3.54,3.54,6.39,8.61,8.61,6.23
2021-09-18 21:44:00+00:00,5.91,8.08,3.37,3.37,6.41,8.39,8.39,6.87
2021-09-18 21:46:00+00:00,7.02,8.5,3.42,3.42,6.78,37.2,37.2,6.77
2021-09-18 21:48:00+00:00,6.14,8.44,3.21,3.21,6.88,11.97,11.97,6.86
2021-09-18 21:50:00+00:00,5.5,7.98,3.93,3.93,5.98,9.0,9.0,7.67
2021-09-18 21:52:00+00:00,5.85,7.6,3.46,3.46,5.93,8.35,8.35,7.48
2021-09-18 21:54:00+00:00,6.71,6.78,4.18,4.18,6.0,9.97,9.97,7.0
2021-09-18 21:56:00+00:00,6.56,6.46,3.49,3.49,6.46,8.27,8.27,7.22
2021-09-18 21:58:00+00:00,6.68,7.13,4.4,4.4,6.44,7.46,7.46,6.47
2021-09-18 22:00:00+00:00,6.76,6.42,4.31,4.31,6.22,7.58,7.58,6.68
2021-09-18 22:02:00+00:00,7.54,6.58,4.41,4.41,6.3,6.82,6.82,7.42
2021-09-18 22:04:00+00:00,7.23,7.24,3.93,3.93,6.33,7.58,7.58,7.31
2021-09-18 22:06:00+00:00,7.78,7.61,3.86,3.86,6.54,7.28,7.28,7.33
2021-09-18 22:08:00+00:00,7.83,6.47,2.72,2.72,5.86,7.33,7.33,7.69
2021-09-18 22:10:00+00:00,8.02,7.03,2.84,2.84,6.19,7.49,7.49,7.81
2021-09-18 22:12:00+00:00,7.46,7.12,2.6,2.6,5.28,7.04,7.04,8.41
2021-09-18 22:14:00+00:00,7.47,7.3,1.77,1.77,5.62,7.36,7.36,8.39
2021-09-18 22:16:00+00:00,6.96,6.31,3.23,3.23,6.02,6.92,6.92,9.65
2021-09-18 22:18:00+00:00,8.72,7.37,2.74,2.74,7.23,7.3,7.3,8.88
2021-09-18 22:20:00+00:00,8.9,6.86,2.67,2.67,6.47,8.02,8.02,8.69
2021-09-18 22:22:00+00:00,8.98,7.05,2.1,2.1,5.91,8.61,8.61,8.69
2021-09-18 22:24:00+00:00,8.05,5.87,2.36,2.36,5.19,7.52,7.52,8.42
2021-09-18 22:26:00+00:00,9.75,6.86,3.0,3.0,5.07,8.72,8.72,8.25
2021-09-18 22:28:00+00:00,9.63,5.47,2.79,2.79,5.25,8.45,8.45,9.43
2021-09-18 22:30:00+00:00,13.04,6.8,2.5,2.5,5.67,7.14,7.14,8.08
2021-09-18 22:32:00+00:00,17.95,7.09,2.0,2.0,5.84,7.41,7.41,8.02
2021-09-18 22:34:00+00:00,13.59,6.72,3.21,3.21,5.97,7.05,7.05,7.79
2021-09-18 22:36:00+00:00,8.41,6.69,3.44,3.44,5.83,8.55,8.55,7.69
2021-09-18 22:38:00+00:00,7.9,6.11,2.57,2.57,5.86,8.36,8.36,7.98
2021-09-18 22:40:00+00:00,8.16,6.82,3.14,3.14,5.19,8.07,8.07,8.64
2021-09-18 22:42:00+00:00,8.28,7.6,3.42,3.42,6.09,8.44,8.44,7.87
2021-09-18 22:44:00+00:00,8.07,6.36,3.51,3.51,6.9,8.54,8.54,7.64
2021-09-18 22:46:00+00:00,9.35,6.84,3.63,3.63,5.57,8.03,8.03,7.96
2021-09-18 22:48:00+00:00,8.71,6.19,3.6,3.6,5.64,8.27,8.27,7.83
2021-09-18 22:50:00+00:00,7.32,6.84,4.09,4.09,5.51,7.91,7.91,7.11
2021-09-18 22:52:00+00:00,8.57,6.91,4.02,4.02,5.81,7.93,7.93,7.3
2021-09-18 22:54:00+00:00,7.88,6.69,2.98,2.98,5.07,6.78,6.78,6.76
2021-09-18 22:56:00+00:00,7.75,6.74,4.04,4.04,4.41,6.57,6.57,6.87
2021-09-18 22:58:00+00:00,8.1,7.38,3.82,3.82,4.57,6.59,6.59,7.08
2021-09-18 23:00:00+00:00,9.08,6.51,4.14,4.14,4.63,7.19,7.19,7.92
2021-09-18 23:02:00+00:00,8.52,7.3,4.24,4.24,4.64,7.51,7.51,7.96
2021-09-18 23:04:00+00:00,9.18,7.57,4.63,4.63,4.18,7.23,7.23,6.66
2021-09-18 23:06:00+00:00,8.79,6.47,5.67,5.67,5.59,7.3,7.3,7.35
2021-09-18 23:08:00+00:00,9.14,7.91,4.36,4.36,4.66,8.97,8.97,6.33
2021-09-18 23:10:00+00:00,9.03,7.62,4.63,4.63,4.05,8.52,8.52,6.44
2021-09-18 23:12:00+00:00,7.64,8.3,5.13,5.13,4.36,7.57,7.57,6.4
2021-09-18 23:14:00+00:00,8.41,7.32,4.17,4.17,4.79,6.91,6.91,6.49
2021-09-18 23:16:00+00:00,9.43,7.25,5.68,5.68,4.21,6.26,6.26,7.06
2021-09-18 23:18:00+00:00,8.76,6.93,5.42,5.42,4.4,5.98,5.98,7.25
2021-09-18 23:20:00+00:00,9.89,6.55,5.7,5.7,4.97,6.0,6.0,7.2
2021-09-18 23:22:00+00:00,9.71,7.21,5.47,5.47,4.1,5.52,5.52,6.93
2021-09-18 23:24:00+00:00,8.32,6.85,5.19,5.19,4.7,6.12,6.12,7.17
2021-09-18 23:26:00+00:00,9.86,7.16,5.95,5.95,4.16,7.83,7.83,6.53
2021-09-18 23:28:00+00:00,8.95,6.39,6.2,6.2,4.33,8.27,8.27,7.84
2021-09-18 23:30:00+00:00,9.27,6.36,6.02,6.02,4.15,7.64,7.64,7.44
2021-09-18 23:32:00+00:00,8.76,6.32,6.48,6.48,4.57,5.69,5.69,6.94
2021-09-18 23:34:00+00:00,8.52,5.95,7.3,7.3,4.11,6.03,6.03,6.73
2021-09-18 23:36:00+00:00,8.25,5.84,6.91,6.91,3.91,5.79,5.79,6.17
2021-09-18 23:38:00+00:00,9.21,6.49,8.84,8.84,4.29,5.86,5.86,6.65
2021-09-18 23:40:00+00:00,8.67,6.77,7.93,7.93,4.33,5.97,5.97,6.15
2021-09-18 23:42:00+00:00,8.83,6.03,9.17,9.17,4.29,6.64,6.64,6.62
2021-09-18 23:44:00+00:00,9.14,6.92,8.57,8.57,3.93,5.74,5.74,6.5
2021-09-18 23:46:00+00:00,8.35,6.32,8.61,8.61,4.05,5.61,5.61,7.15
2021-09-18 23:48:00+00:00,8.37,6.75,7.96,7.96,4.51,6.4,6.4,6.96
2021-09-18 23:50:00+00:00,8.22,6.64,8.28,8.28,4.0,5.9,5.9,11.67
2021-09-18 23:52:00+00:00,9.18,7.22,8.16,8.16,4.14,5.52,5.52,12.91
2021-09-18 23:54:00+00:00,7.39,6.9,8.3,8.3,4.66,5.86,5.86,14.67
2021-09-18 23:56:00+00:00,7.33,5.93,8.96,8.96,4.25,5.75,5.75,13.15
2021-09-18 23:58:00+00:00,7.59,6.89,8.93,8.93,4.48,5.98,5.98,9.38
2021-09-19 00:00:00+00:00,7.98,5.34,9.05,9.05,4.38,6.45,6.45,7.81
2021-09-19 00:02:00+00:00,7.48,6.95,9.56,9.56,4.36,7.43,7.43,7.62
2021-09-19 00:04:00+00:00,7.57,6.09,8.65,8.65,4.29,6.47,6.47,7.34
2021-09-19 00:06:00+00:00,8.19,6.88,8.35,8.35,4.11,6.53,6.53,7.52
2021-09-19 00:08:00+00:00,7.96,8.14,7.64,7.64,3.9,6.21,6.21,9.08
2021-09-19 00:10:00+00:00,7.65,8.18,8.13,8.13,4.88,6.55,6.55,16.2
2021-09-19 00:12:00+00:00,8.24,9.02,8.98,8.98,4.64,7.26,7.26,16.35
2021-09-19 00:14:00+00:00,7.39,8.91,7.64,7.64,4.95,6.15,6.15,19.98
2021-09-19 00:16:00+00:00,6.88,8.0,5.87,5.87,5.15,5.81,5.81,29.88
2021-09-19 00:18:00+00:00,7.0,8.9,6.69,6.69,4.92,6.09,6.09,21.19
2021-09-19 00:20:00+00:00,8.24,9.85,6.75,6.75,5.62,6.63,6.63,24.79
2021-09-19 00:22:00+00:00,7.76,8.29,6.41,6.41,4.96,6.25,6.25,29.67
2021-09-19 00:24:00+00:00,8.0,9.48,5.64,5.64,4.45,6.02,6.02,16.47
2021-09-19 00:26:00+00:00,8.09,9.45,5.79,5.79,4.4,7.08,7.08,11.47
2021-09-19 00:28:00+00:00,8.43,10.0,6.15,6.15,4.65,7.1,7.1,13.38
2021-09-19 00:30:00+00:00,6.9,9.96,5.84,5.84,4.77,6.91,6.91,17.78
2021-09-19 00:32:00+00:00,7.95,9.25,6.25,6.25,5.07,6.5,6.5,11.25
2021-09-19 00:34:00+00:00,7.41,10.05,8.12,8.12,5.45,6.97,6.97,10.0
2021-09-19 00:36:00+00:00,9.56,9.88,7.58,7.58,5.56,6.85,6.85,9.47
2021-09-19 00:38:00+00:00,9.38,9.6,8.12,8.12,5.89,7.16,7.16,11.04
2021-09-19 00:40:00+00:00,8.2,9.6,8.07,8.07,5.61,6.73,6.73,11.29
2021-09-19 00:42:00+00:00,7.84,11.38,7.71,7.71,6.3,7.76,7.76,11.28
2021-09-19 00:44:00+00:00,7.54,9.68,7.75,7.75,5.95,7.78,7.78,8.42
2021-09-19 00:46:00+00:00,8.09,9.8,6.75,6.75,5.82,6.83,6.83,9.67
2021-09-19 00:48:00+00:00,8.0,9.98,6.62,6.62,6.0,8.64,8.64,11.6
2021-09-19 00:50:00+00:00,7.22,11.22,7.34,7.34,6.25,8.88,8.88,10.09
2021-09-19 00:52:00+00:00,8.8,10.28,6.63,6.63,5.9,8.95,8.95,8.04
2021-09-19 00:54:00+00:00,8.95,12.44,7.75,7.75,5.33,7.63,7.63,9.02
2021-09-19 00:56:00+00:00,9.14,9.88,7.84,7.84,5.6,8.38,8.38,8.69
2021-09-19 00:58:00+00:00,9.02,10.87,5.98,5.98,5.48,9.35,9.35,8.33
2021-09-19 01:00:00+00:00,9.57,12.16,7.21,7.21,4.89,8.28,8.28,9.17
2021-09-19 01:02:00+00:00,8.91,11.48,6.17,6.17,5.44,8.75,8.75,8.91
2021-09-19 01:04:00+00:00,8.93,11.29,6.72,6.72,5.36,8.55,8.55,8.98
2021-09-19 01:06:00+00:00,9.12,11.07,7.8,7.8,5.53,8.84,8.84,9.09
2021-09-19 01:08:00+00:00,8.88,11.11,7.19,7.19,6.0,10.1,10.1,9.51
2021-09-19 01:10:00+00:00,10.14,11.04,6.98,6.98,5.59,8.78,8.78,9.69
2021-09-19 01:12:00+00:00,9.21,11.39,6.96,6.96,6.19,9.37,9.37,10.85
2021-09-19 01:14:00+00:00,8.98,11.33,6.55,6.55,6.51,10.57,10.57,9.38
2021-09-19 01:16:00+00:00,9.24,11.26,6.98,6.98,5.86,8.63,8.63,11.19
2021-09-19 01:18:00+00:00,8.78,11.04,6.16,6.16,5.43,8.25,8.25,10.11
2021-09-19 01:20:00+00:00,9.2,11.89,6.93,6.93,5.73,8.38,8.38,10.73
2021-09-19 01:22:00+00:00,8.95,11.97,6.79,6.79,5.74,9.12,9.12,11.12
2021-09-19 01:24:00+00:00,9.3,11.19,6.22,6.22,5.75,8.58,8.58,10.51
2021-09-19 01:26:00+00:00,9.83,12.64,6.67,6.67,6.11,8.81,8.81,10.15
2021-09-19 01:28:00+00:00,9.43,12.31,6.81,6.81,6.12,7.68,7.68,9.91
2021-09-19 01:30:00+00:00,8.65,11.0,6.63,6.63,6.09,7.86,7.86,9.36
2021-09-19 01:32:00+00:00,9.19,11.52,7.02,7.02,5.77,7.76,7.76,8.94
2021-09-19 01:34:00+00:00,9.86,11.43,6.79,6.79,5.77,8.39,8.39,9.53
2021-09-19 01:36:00+00:00,10.14,13.12,5.71,5.71,7.26,8.26,8.26,10.21
2021-09-19 01:38:00+00:00,9.76,11.0,6.26,6.26,6.54,8.81,8.81,11.13
2021-09-19 01:40:00+00:00,10.35,11.47,6.41,6.41,5.84,8.35,8.35,10.04
2021-09-19 01:42:00+00:00,10.64,12.59,6.29,6.29,6.54,8.2,8.2,10.08
2021-09-19 01:44:00+00:00,11.52,11.71,6.33,6.33,6.76,7.72,7.72,9.37
2021-09-19 01:46:00+00:00,11.46,11.37,5.49,5.49,6.83,8.26,8.26,8.11
2021-09-19 01:48:00+00:00,9.77,12.47,5.42,5.42,6.69,9.07,9.07,9.96
2021-09-19 01:50:00+00:00,10.22,13.98,5.3,5.3,7.09,9.51,9.51,10.17
2021-09-19 01:52:00+00:00,9.0,12.91,5.48,5.48,7.74,9.43,9.43,10.6
2021-09-19 01:54:00+00:00,9.86,14.84,6.67,6.67,6.45,9.0,9.0,9.67
2021-09-19 01:56:00+00:00,10.22,12.95,6.82,6.82,7.09,9.27,9.27,9.75
2021-09-19 01:58:00+00:00,10.62,12.56,6.6,6.6,6.98,10.53,10.53,9.02
2021-09-19 02:00:00+00:00,10.31,13.41,6.1,6.1,7.61,10.36,10.36,9.67
2021-09-19 02:02:00+00:00,9.1,12.62,5.41,5.41,7.37,11.96,11.96,9.76
2021-09-19 02:04:00+00:00,9.07,13.43,6.34,6.34,7.77,13.34,13.34,9.78
2021-09-19 02:06:00+00:00,7.16,13.91,5.83,5.83,7.16,10.97,10.97,10.38
2021-09-19 02:08:00+00:00,6.62,12.62,5.14,5.14,7.27,11.52,11.52,10.55
2021-09-19 02:10:00+00:00,6.98,15.12,5.56,5.56,6.6,11.59,11.59,10.48
2021-09-19 02:12:00+00:00,6.68,13.89,5.11,5.11,6.88,11.43,11.43,11.11
2021-09-19 02:14:00+00:00,7.85,13.56,5.88,5.88,6.89,13.59,13.59,11.98
2021-09-19 02:16:00+00:00,7.25,13.24,6.4,6.4,6.65,12.6,12.6,11.15
2021-09-19 02:18:00+00:00,7.05,14.0,5.82,5.82,7.57,14.23,14.23,10.27
2021-09-19 02:20:00+00:00,7.61,15.17,7.02,7.02,7.07,14.11,14.11,11.07
2021-09-19 02:22:00+00:00,6.88,13.98,5.65,5.65,6.95,12.0,12.0,10.77
2021-09-19 02:24:00+00:00,7.36,14.25,5.98,5.98,7.63,12.82,12.82,10.57
2021-09-19 02:26:00+00:00,6.84,13.7,6.67,6.67,8.37,17.0,17.0,11.71
2021-09-19 02:28:00+00:00,7.95,15.38,5.86,5.86,8.09,14.64,14.64,12.04
2021-09-19 02:30:00+00:00,6.72,15.74,7.03,7.03,7.79,17.0,17.0,12.09
2021-09-19 02:32:00+00:00,7.16,15.07,5.65,5.65,7.33,20.2,20.2,12.08
2021-09-19 02:34:00+00:00,6.62,16.0,6.03,6.03,7.28,23.76,23.76,11.41
2021-09-19 02:36:00+00:00,7.34,15.22,6.18,6.18,8.29,28.6,28.6,12.07
2021-09-19 02:38:00+00:00,7.47,14.82,7.02,7.02,8.22,22.69,22.69,12.42
2021-09-19 02:40:00+00:00,6.66,14.39,7.52,7.52,7.16,16.04,16.04,12.94
2021-09-19 02:42:00+00:00,8.07,14.98,7.69,7.69,6.42,13.86,13.86,13.06
2021-09-19 02:44:00+00:00,7.59,14.98,6.53,6.53,6.93,13.19,13.19,14.16
2021-09-19 02:46:00+00:00,6.85,14.61,5.74,5.74,6.77,12.4,12.4,12.45
2021-09-19 02:48:00+00:00,7.78,14.46,6.73,6.73,7.33,12.41,12.41,13.02
2021-09-19 02:50:00+00:00,7.23,14.46,6.52,6.52,8.98,13.55,13.55,13.74
2021-09-19 02:52:00+00:00,6.8,12.46,6.56,6.56,7.74,13.07,13.07,13.2
2021-09-19 02:54:00+00:00,6.98,14.32,6.83,6.83,8.88,13.34,13.34,13.62
2021-09-19 02:56:00+00:00,6.93,13.72,6.95,6.95,8.74,13.14,13.14,14.5
2021-09-19 02:58:00+00:00,7.4,13.48,7.29,7.29,8.97,13.27,13.27,14.98
2021-09-19 03:00:00+00:00,7.93,13.04,6.26,6.26,9.47,12.17,12.17,14.3
2021-09-19 03:02:00+00:00,7.21,12.07,6.84,6.84,8.24,15.53,15.53,13.93
2021-09-19 03:04:00+00:00,7.98,12.25,6.98,6.98,8.56,19.08,19.08,13.62
2021-09-19 03:06:00+00:00,7.03,12.9,6.65,6.65,8.33,21.55,21.55,13.32
2021-09-19 03:08:00+00:00,7.47,13.95,6.24,6.24,8.61,22.33,22.33,13.56
2021-09-19 03:10:00+00:00,7.88,12.7,7.19,7.19,8.68,21.56,21.56,13.61
2021-09-19 03:12:00+00:00,7.98,12.09,6.96,6.96,8.25,20.18,20.18,12.67
2021-09-19 03:14:00+00:00,7.67,13.21,6.77,6.77,8.47,13.95,13.95,13.56
2021-09-19 03:16:00+00:00,8.05,11.83,7.48,7.48,8.74,13.79,13.79,13.27
2021-09-19 03:18:00+00:00,7.75,12.57,7.8,7.8,8.09,14.17,14.17,13.02
2021-09-19 03:20:00+00:00,7.73,13.37,9.09,9.09,8.43,17.72,17.72,13.34
2021-09-19 03:22:00+00:00,8.05,12.78,7.12,7.12,8.66,20.53,20.53,13.42
2021-09-19 03:24:00+00:00,7.95,12.66,6.51,6.51,8.7,24.53,24.53,13.92
2021-09-19 03:26:00+00:00,7.64,14.46,8.53,8.53,8.93,17.63,17.63,13.65
2021-09-19 03:28:00+00:00,7.4,11.88,7.13,7.13,8.05,12.09,12.09,13.68
2021-09-19 03:30:00+00:00,7.68,12.74,6.42,6.42,7.67,11.24,11.24,13.04
2021-09-19 03:32:00+00:00,8.21,12.08,6.93,6.93,9.6,9.36,9.36,14.44
2021-09-19 03:34:00+00:00,7.53,13.18,7.46,7.46,9.02,10.29,10.29,14.16
2021-09-19 03:36:00+00:00,7.76,11.7,7.12,7.12,9.07,9.93,9.93,14.13
2021-09-19 03:38:00+00:00,8.5,11.67,6.34,6.34,9.21,9.78,9.78,15.08
2021-09-19 03:40:00+00:00,7.5,13.19,7.46,7.46,10.09,10.28,10.28,13.79
2021-09-19 03:42:00+00:00,7.48,12.21,6.79,6.79,8.75,10.02,10.02,14.79
2021-09-19 03:44:00+00:00,8.33,11.92,7.24,7.24,10.44,9.73,9.73,13.58
2021-09-19 03:46:00+00:00,8.04,10.83,6.95,6.95,10.21,9.3,9.3,13.37
2021-09-19 03:48:00+00:00,7.57,12.35,7.54,7.54,10.25,10.18,10.18,13.0
2021-09-19 03:50:00+00:00,7.95,12.46,7.14,7.14,9.75,9.79,9.79,13.87
2021-09-19 03:52:00+00:00,7.58,12.4,6.56,6.56,9.95,9.54,9.54,14.3
2021-09-19 03:54:00+00:00,7.09,11.8,7.07,7.07,9.68,10.05,10.05,13.44
2021-09-19 03:56:00+00:00,7.93,12.68,6.63,6.63,10.83,9.19,9.19,14.32
2021-09-19 03:58:00+00:00,7.64,12.96,6.73,6.73,10.52,9.13,9.13,14.98
2021-09-19 04:00:00+00:00,8.02,12.9,6.14,6.14,9.42,9.74,9.74,14.76
2021-09-19 04:02:00+00:00,8.95,13.74,6.35,6.35,10.59,9.36,9.36,16.27
2021-09-19 04:04:00+00:00,8.0,11.61,7.16,7.16,10.62,8.81,8.81,15.33
2021-09-19 04:06:00+00:00,9.42,13.31,6.08,6.08,10.21,8.9,8.9,14.5
2021-09-19 04:08:00+00:00,8.59,13.02,6.78,6.78,10.67,8.88,8.88,15.7
2021-09-19 04:10:00+00:00,8.39,13.28,6.18,6.18,10.64,8.73,8.73,15.61
2021-09-19 04:12:00+00:00,8.05,13.45,6.79,6.79,9.76,9.45,9.45,15.54
2021-09-19 04:14:00+00:00,8.59,14.15,6.69,6.69,9.64,9.02,9.02,15.53
2021-09-19 04:16:00+00:00,9.11,12.88,7.02,7.02,9.37,9.25,9.25,14.31
2021-09-19 04:18:00+00:00,9.8,13.08,6.0,6.0,9.47,9.64,9.64,14.27
2021-09-19 04:20:00+00:00,9.02,12.33,5.59,5.59,10.02,9.37,9.37,13.3
2021-09-19 04:22:00+00:00,10.46,13.45,6.36,6.36,10.19,8.48,8.48,13.9
2021-09-19 04:24:00+00:00,11.55,13.05,6.72,6.72,10.16,8.42,8.42,13.82
2021-09-19 04:26:00+00:00,11.69,13.78,7.05,7.05,9.61,9.34,9.34,13.35
2021-09-19 04:28:00+00:00,11.95,13.14,6.32,6.32,10.59,9.66,9.66,12.7
2021-09-19 04:30:00+00:00,11.97,13.3,6.47,6.47,9.84,9.23,9.23,12.9
2021-09-19 04:32:00+00:00,14.75,13.21,7.29,7.29,9.59,8.71,8.71,13.28
2021-09-19 04:34:00+00:00,13.23,14.59,5.48,5.48,10.85,9.68,9.68,14.72
2021-09-19 04:36:00+00:00,14.52,13.5,6.78,6.78,11.16,10.78,10.78,13.49
2021-09-19 04:38:00+00:00,16.32,13.44,6.62,6.62,10.58,10.97,10.97,13.74
2021-09-19 04:40:00+00:00,16.46,13.75,6.61,6.61,9.74,12.07,12.07,13.98
2021-09-19 04:42:00+00:00,15.98,14.59,6.17,6.17,11.2,13.47,13.47,14.24
2021-09-19 04:44:00+00:00,14.5,13.58,6.88,6.88,10.7,14.97,14.97,13.73
2021-09-19 04:46:00+00:00,15.07,14.07,7.41,7.41,11.21,16.12,16.12,13.45
2021-09-19 04:48:00+00:00,14.66,14.24,6.73,6.73,10.63,13.96,13.96,13.96
2021-09-19 04:50:00+00:00,13.6,14.89,6.75,6.75,11.41,12.43,12.43,14.09
2021-09-19 04:52:00+00:00,14.56,13.95,6.59,6.59,10.98,12.38,12.38,13.87
2021-09-19 04:54:00+00:00,13.89,14.09,6.83,6.83,11.5,12.36,12.36,14.77
2021-09-19 04:56:00+00:00,14.37,14.25,6.16,6.16,11.84,11.73,11.73,14.1
2021-09-19 04:58:00+00:00,14.07,14.97,6.72,6.72,11.71,11.25,11.25,13.72
2021-09-19 05:00:00+00:00,13.7,16.06,7.48,7.48,12.62,12.1,12.1,14.85
2021-09-19 05:02:00+00:00,13.88,13.48,6.02,6.02,11.31,12.23,12.23,15.11
2021-09-19 05:04:00+00:00,13.11,14.25,6.59,6.59,10.53,11.47,11.47,13.88
2021-09-19 05:06:00+00:00,13.4,11.69,6.93,6.93,12.02,11.95,11.95,14.83
2021-09-19 05:08:00+00:00,12.07,13.35,6.35,6.35,11.11,12.21,12.21,14.76
2021-09-19 05:10:00+00:00,11.69,13.68,6.81,6.81,10.56,12.21,12.21,14.64
2021-09-19 05:12:00+00:00,12.18,12.98,5.95,5.95,12.07,12.58,12.58,13.92
2021-09-19 05:14:00+00:00,11.35,13.52,6.02,6.02,11.18,11.8,11.8,14.46
2021-09-19 05:16:00+00:00,11.43,14.84,6.25,6.25,11.31,11.4,11.4,13.34
2021-09-19 05:18:00+00:00,10.85,14.65,6.93,6.93,12.1,11.24,11.24,13.04
